"chapter"|"year"|"value"|"time"
"88"|"1998"|0|2022-03-29 15:09:49
"88"|"1999"|0|2022-03-29 15:09:49
"88"|"2000"|0|2022-03-29 15:09:49
"88"|"2001"|0|2022-03-29 15:09:49
"88"|"2002"|0|2022-03-29 15:09:49
"88"|"2003"|0|2022-03-29 15:09:49
"88"|"2004"|0|2022-03-29 15:09:49
"88"|"2005"|0|2022-03-29 15:09:49
"88"|"2006"|0|2022-03-29 15:09:49
"88"|"2007"|26283.36745|2022-03-29 15:09:49
"88"|"2008"|28055.79146|2022-03-29 15:09:49
"88"|"2009"|10991.62851|2022-03-29 15:09:49
"88"|"2010"|1102.73189|2022-03-29 15:09:49
"88"|"2011"|4609.03142|2022-03-29 15:09:49
"88"|"2012"|3421.10302|2022-03-29 15:09:49
"88"|"2013"|3056.4328|2022-03-29 15:09:49
"88"|"2014"|690.65289|2022-03-29 15:09:49
"88"|"2015"|521.61165|2022-03-29 15:09:49
"88"|"2016"|1540.20369|2022-03-29 15:09:49
"88"|"2017"|2277.35408|2022-03-29 15:09:49
"88"|"2018"|1389.97898|2022-03-29 15:09:49
"88"|"2019"|1533.12835|2022-03-29 15:09:49
"88"|"2020"|3162.90716|2022-03-29 15:09:49
"88"|"2021"|5416.08028|2022-03-29 15:09:49
"88"|"2022*"|373.25103|2022-03-29 15:09:49
"89"|"1998"|0|2022-03-29 15:09:49
"89"|"1999"|0|2022-03-29 15:09:49
"89"|"2000"|0|2022-03-29 15:09:49
"89"|"2001"|0|2022-03-29 15:09:49
"89"|"2002"|0|2022-03-29 15:09:49
"89"|"2003"|0|2022-03-29 15:09:49
"89"|"2004"|0|2022-03-29 15:09:49
"89"|"2005"|0|2022-03-29 15:09:49
"89"|"2006"|0|2022-03-29 15:09:49
"89"|"2007"|3549.99846|2022-03-29 15:09:49
"89"|"2008"|2537.38576|2022-03-29 15:09:49
"89"|"2009"|1544.34724|2022-03-29 15:09:49
"89"|"2010"|1246.99718|2022-03-29 15:09:49
"89"|"2011"|1970.6564|2022-03-29 15:09:49
"89"|"2012"|1308.11052|2022-03-29 15:09:49
"89"|"2013"|877.18127|2022-03-29 15:09:49
"89"|"2014"|1674.49391|2022-03-29 15:09:49
"89"|"2015"|1982.96601|2022-03-29 15:09:49
"89"|"2016"|882.10514|2022-03-29 15:09:49
"89"|"2017"|681.44636|2022-03-29 15:09:49
"89"|"2018"|1526.60789|2022-03-29 15:09:49
"89"|"2019"|3326.17446|2022-03-29 15:09:49
"89"|"2020"|898.29359|2022-03-29 15:09:49
"89"|"2021"|1866.43641|2022-03-29 15:09:49
"89"|"2022*"|2266.211|2022-03-29 15:09:49
"90"|"1998"|0|2022-03-29 15:09:49
"90"|"1999"|0|2022-03-29 15:09:49
"90"|"2000"|0|2022-03-29 15:09:49
"90"|"2001"|0|2022-03-29 15:09:49
"90"|"2002"|0|2022-03-29 15:09:49
"90"|"2003"|0|2022-03-29 15:09:49
"90"|"2004"|0|2022-03-29 15:09:49
"90"|"2005"|0|2022-03-29 15:09:49
"90"|"2006"|0|2022-03-29 15:09:49
"90"|"2007"|778466.12235|2022-03-29 15:09:49
"90"|"2008"|987548.84776|2022-03-29 15:09:49
"90"|"2009"|1026706.44595|2022-03-29 15:09:49
"90"|"2010"|1175789.8735|2022-03-29 15:09:49
"90"|"2011"|1248214.89563|2022-03-29 15:09:49
"90"|"2012"|1465434.63039|2022-03-29 15:09:49
"90"|"2013"|1531498.76868|2022-03-29 15:09:49
"90"|"2014"|1757925.71326|2022-03-29 15:09:49
"90"|"2015"|2170113.88381|2022-03-29 15:09:49
"90"|"2016"|2545505.32533|2022-03-29 15:09:49
"90"|"2017"|2761958.2496|2022-03-29 15:09:49
"90"|"2018"|3245657.08208|2022-03-29 15:09:49
"90"|"2019"|3601165.8198|2022-03-29 15:09:49
"90"|"2020"|3896689.26171|2022-03-29 15:09:49
"90"|"2021"|5190515.30129|2022-03-29 15:09:49
"90"|"2022*"|809778.096203|2022-03-29 15:09:49
"91"|"1998"|0|2022-03-29 15:09:49
"91"|"1999"|0|2022-03-29 15:09:49
"91"|"2000"|0|2022-03-29 15:09:49
"91"|"2001"|0|2022-03-29 15:09:49
"91"|"2002"|0|2022-03-29 15:09:49
"91"|"2003"|0|2022-03-29 15:09:49
"91"|"2004"|0|2022-03-29 15:09:49
"91"|"2005"|0|2022-03-29 15:09:49
"91"|"2006"|0|2022-03-29 15:09:49
"91"|"2007"|522.35924|2022-03-29 15:09:49
"91"|"2008"|458.2261|2022-03-29 15:09:49
"91"|"2009"|430.08521|2022-03-29 15:09:49
"91"|"2010"|130.45998|2022-03-29 15:09:49
"91"|"2011"|137.64885|2022-03-29 15:09:49
"91"|"2012"|123.42674|2022-03-29 15:09:49
"91"|"2013"|145.61226|2022-03-29 15:09:49
"91"|"2014"|453.92806|2022-03-29 15:09:49
"91"|"2015"|506.31843|2022-03-29 15:09:49
"91"|"2016"|439.67337|2022-03-29 15:09:49
"91"|"2017"|458.63493|2022-03-29 15:09:49
"91"|"2018"|516.05209|2022-03-29 15:09:49
"91"|"2019"|479.438|2022-03-29 15:09:49
"91"|"2020"|405.769352|2022-03-29 15:09:49
"91"|"2021"|766.12586|2022-03-29 15:09:49
"91"|"2022*"|376.63862|2022-03-29 15:09:49
"92"|"1998"|0|2022-03-29 15:09:49
"92"|"1999"|0|2022-03-29 15:09:49
"92"|"2000"|0|2022-03-29 15:09:49
"92"|"2001"|0|2022-03-29 15:09:49
"92"|"2002"|0|2022-03-29 15:09:49
"92"|"2003"|0|2022-03-29 15:09:49
"92"|"2004"|0|2022-03-29 15:09:49
"92"|"2005"|0|2022-03-29 15:09:49
"92"|"2006"|0|2022-03-29 15:09:49
"92"|"2007"|72.58142|2022-03-29 15:09:49
"92"|"2008"|75.84363|2022-03-29 15:09:49
"92"|"2009"|130.48088|2022-03-29 15:09:49
"92"|"2010"|141.76559|2022-03-29 15:09:49
"92"|"2011"|158.81029|2022-03-29 15:09:49
"92"|"2012"|162.35543|2022-03-29 15:09:49
"92"|"2013"|106.52813|2022-03-29 15:09:49
"92"|"2014"|160.00556|2022-03-29 15:09:49
"92"|"2015"|102.67696|2022-03-29 15:09:49
"92"|"2016"|164.79072|2022-03-29 15:09:49
"92"|"2017"|56.2284|2022-03-29 15:09:49
"92"|"2018"|97.23776|2022-03-29 15:09:49
"92"|"2019"|74.58771|2022-03-29 15:09:49
"92"|"2020"|312.09638|2022-03-29 15:09:49
"92"|"2021"|491.57459|2022-03-29 15:09:49
"92"|"2022*"|3.2631|2022-03-29 15:09:49
"93"|"1998"|0|2022-03-29 15:09:49
"93"|"1999"|0|2022-03-29 15:09:49
"93"|"2000"|0|2022-03-29 15:09:49
"93"|"2001"|0|2022-03-29 15:09:49
"93"|"2002"|0|2022-03-29 15:09:49
"93"|"2003"|0|2022-03-29 15:09:49
"93"|"2004"|0|2022-03-29 15:09:49
"93"|"2005"|0|2022-03-29 15:09:49
"93"|"2006"|0|2022-03-29 15:09:49
"93"|"2007"|43.60368|2022-03-29 15:09:49
"93"|"2008"|3.654|2022-03-29 15:09:49
"93"|"2009"|0|2022-03-29 15:09:49
"93"|"2010"|0|2022-03-29 15:09:49
"93"|"2011"|0.336|2022-03-29 15:09:49
"93"|"2012"|0.565|2022-03-29 15:09:49
"93"|"2013"|1.65|2022-03-29 15:09:49
"93"|"2014"|1.38|2022-03-29 15:09:49
"93"|"2015"|11.00001|2022-03-29 15:09:49
"93"|"2016"|0.15|2022-03-29 15:09:49
"93"|"2017"|1.86|2022-03-29 15:09:49
"93"|"2018"|0.2|2022-03-29 15:09:49
"93"|"2019"|67.3868|2022-03-29 15:09:49
"93"|"2020"|96.4662|2022-03-29 15:09:49
"93"|"2021"|180.03574|2022-03-29 15:09:49
"93"|"2022*"|0|2022-03-29 15:09:49
"94"|"1998"|0|2022-03-29 15:09:49
"94"|"1999"|0|2022-03-29 15:09:49
"94"|"2000"|0|2022-03-29 15:09:49
"94"|"2001"|0|2022-03-29 15:09:49
"94"|"2002"|0|2022-03-29 15:09:49
"94"|"2003"|0|2022-03-29 15:09:49
"94"|"2004"|0|2022-03-29 15:09:49
"94"|"2005"|0|2022-03-29 15:09:49
"94"|"2006"|0|2022-03-29 15:09:49
"94"|"2007"|41618.39571|2022-03-29 15:09:49
"94"|"2008"|47695.31092|2022-03-29 15:09:49
"94"|"2009"|47063.16235|2022-03-29 15:09:49
"94"|"2010"|88023.02569|2022-03-29 15:09:49
"94"|"2011"|42947.53025|2022-03-29 15:09:49
"94"|"2012"|39758.74371|2022-03-29 15:09:49
"94"|"2013"|43325.81613|2022-03-29 15:09:49
"94"|"2014"|40140.9491|2022-03-29 15:09:49
"94"|"2015"|42389.27292|2022-03-29 15:09:49
"94"|"2016"|48258.19882|2022-03-29 15:09:49
"94"|"2017"|44836.35504|2022-03-29 15:09:49
"94"|"2018"|42962.02146|2022-03-29 15:09:49
"94"|"2019"|38890.83113|2022-03-29 15:09:49
"94"|"2020"|34534.49252|2022-03-29 15:09:49
"94"|"2021"|52175.55923|2022-03-29 15:09:49
"94"|"2022*"|11193.85178|2022-03-29 15:09:49
"95"|"1998"|0|2022-03-29 15:09:49
"95"|"1999"|0|2022-03-29 15:09:49
"95"|"2000"|0|2022-03-29 15:09:49
"95"|"2001"|0|2022-03-29 15:09:49
"95"|"2002"|0|2022-03-29 15:09:49
"95"|"2003"|0|2022-03-29 15:09:49
"95"|"2004"|0|2022-03-29 15:09:49
"95"|"2005"|0|2022-03-29 15:09:49
"95"|"2006"|0|2022-03-29 15:09:49
"95"|"2007"|18555.60998|2022-03-29 15:09:49
"95"|"2008"|19109.99881|2022-03-29 15:09:49
"95"|"2009"|20014.21648|2022-03-29 15:09:49
"95"|"2010"|21135.21108|2022-03-29 15:09:49
"95"|"2011"|21554.29919|2022-03-29 15:09:49
"95"|"2012"|24190.95331|2022-03-29 15:09:49
"95"|"2013"|25861.57259|2022-03-29 15:09:49
"95"|"2014"|24277.1803|2022-03-29 15:09:49
"95"|"2015"|25800.95114|2022-03-29 15:09:49
"95"|"2016"|25309.73902|2022-03-29 15:09:49
"95"|"2017"|26715.6547|2022-03-29 15:09:49
"95"|"2018"|28352.30172|2022-03-29 15:09:49
"95"|"2019"|31901.30021|2022-03-29 15:09:49
"95"|"2020"|26548.0626|2022-03-29 15:09:49
"95"|"2021"|30609.64272|2022-03-29 15:09:49
"95"|"2022*"|3722.08587|2022-03-29 15:09:49
"96"|"1998"|0|2022-03-29 15:09:49
"96"|"1999"|0|2022-03-29 15:09:49
"96"|"2000"|0|2022-03-29 15:09:49
"96"|"2001"|0|2022-03-29 15:09:49
"96"|"2002"|0|2022-03-29 15:09:49
"96"|"2003"|0|2022-03-29 15:09:49
"96"|"2004"|0|2022-03-29 15:09:49
"96"|"2005"|0|2022-03-29 15:09:49
"96"|"2006"|0|2022-03-29 15:09:49
"96"|"2007"|16904.23141|2022-03-29 15:09:49
"96"|"2008"|13747.99567|2022-03-29 15:09:49
"96"|"2009"|15014.623|2022-03-29 15:09:49
"96"|"2010"|17843.55588|2022-03-29 15:09:49
"96"|"2011"|10967.68729|2022-03-29 15:09:49
"96"|"2012"|129201.50574|2022-03-29 15:09:49
"96"|"2013"|121228.2876|2022-03-29 15:09:49
"96"|"2014"|120109.87524|2022-03-29 15:09:49
"96"|"2015"|133712.88339|2022-03-29 15:09:49
"96"|"2016"|128344.36355|2022-03-29 15:09:49
"96"|"2017"|176802.94707|2022-03-29 15:09:49
"96"|"2018"|158129.98855|2022-03-29 15:09:49
"96"|"2019"|159504.76922|2022-03-29 15:09:49
"96"|"2020"|130750.28545|2022-03-29 15:09:49
"96"|"2021"|162712.57735|2022-03-29 15:09:49
"96"|"2022*"|29422.86705|2022-03-29 15:09:49
"97"|"1998"|0|2022-03-29 15:09:49
"97"|"1999"|0|2022-03-29 15:09:49
"97"|"2000"|0|2022-03-29 15:09:49
"97"|"2001"|0|2022-03-29 15:09:49
"97"|"2002"|0|2022-03-29 15:09:49
"97"|"2003"|0|2022-03-29 15:09:49
"97"|"2004"|0|2022-03-29 15:09:49
"97"|"2005"|0|2022-03-29 15:09:49
"97"|"2006"|0|2022-03-29 15:09:49
"97"|"2007"|515.68875|2022-03-29 15:09:49
"97"|"2008"|132.67554|2022-03-29 15:09:49
"97"|"2009"|170.5254|2022-03-29 15:09:49
"97"|"2010"|551.51303|2022-03-29 15:09:49
"97"|"2011"|207.72149|2022-03-29 15:09:49
"97"|"2012"|220.67003|2022-03-29 15:09:49
"97"|"2013"|209.00866|2022-03-29 15:09:49
"97"|"2014"|358.23416|2022-03-29 15:09:49
"97"|"2015"|114.50065|2022-03-29 15:09:49
"97"|"2016"|459.17501|2022-03-29 15:09:49
"97"|"2017"|365.04332|2022-03-29 15:09:49
"97"|"2018"|418.68318|2022-03-29 15:09:49
"97"|"2019"|268.19394|2022-03-29 15:09:49
"97"|"2020"|229.00613|2022-03-29 15:09:49
"97"|"2021"|433.0708|2022-03-29 15:09:49
"97"|"2022*"|68.30984|2022-03-29 15:09:49
"98"|"1998"|0|2022-03-29 15:09:49
"98"|"1999"|0|2022-03-29 15:09:49
"98"|"2000"|0|2022-03-29 15:09:49
"98"|"2001"|0|2022-03-29 15:09:49
"98"|"2002"|0|2022-03-29 15:09:49
"98"|"2003"|0|2022-03-29 15:09:49
"98"|"2004"|0|2022-03-29 15:09:49
"98"|"2005"|0|2022-03-29 15:09:49
"98"|"2006"|0|2022-03-29 15:09:49
"98"|"2007"|7.53852|2022-03-29 15:09:49
"98"|"2008"|0.156|2022-03-29 15:09:49
"98"|"2009"|0|2022-03-29 15:09:49
"98"|"2010"|162.28027|2022-03-29 15:09:49
"98"|"2011"|89.00411|2022-03-29 15:09:49
"98"|"2012"|0|2022-03-29 15:09:49
"98"|"2013"|0|2022-03-29 15:09:49
"98"|"2014"|0|2022-03-29 15:09:49
"98"|"2015"|0|2022-03-29 15:09:49
"98"|"2016"|0|2022-03-29 15:09:49
"98"|"2017"|0|2022-03-29 15:09:49
"98"|"2018"|0|2022-03-29 15:09:49
"98"|"2019"|0|2022-03-29 15:09:49
"98"|"2020"|0|2022-03-29 15:09:49
"98"|"2021"|0|2022-03-29 15:09:49
"98"|"2022*"|0|2022-03-29 15:09:49
"ND"|"1998"|0|2022-03-29 15:09:49
"ND"|"1999"|0|2022-03-29 15:09:49
"ND"|"2000"|0|2022-03-29 15:09:49
"ND"|"2001"|0|2022-03-29 15:09:49
"ND"|"2002"|0|2022-03-29 15:09:49
"ND"|"2003"|0|2022-03-29 15:09:49
"ND"|"2004"|0|2022-03-29 15:09:49
"ND"|"2005"|0|2022-03-29 15:09:49
"ND"|"2006"|0|2022-03-29 15:09:49
"ND"|"2007"|0|2022-03-29 15:09:49
"ND"|"2008"|0|2022-03-29 15:09:49
"ND"|"2009"|0|2022-03-29 15:09:49
"ND"|"2010"|0|2022-03-29 15:09:49
"ND"|"2011"|0|2022-03-29 15:09:49
"ND"|"2012"|0|2022-03-29 15:09:49
"ND"|"2013"|0|2022-03-29 15:09:49
"ND"|"2014"|0|2022-03-29 15:09:49
"ND"|"2015"|0|2022-03-29 15:09:49
"ND"|"2016"|0|2022-03-29 15:09:49
"ND"|"2017"|0|2022-03-29 15:09:49
"ND"|"2018"|0|2022-03-29 15:09:49
"ND"|"2019"|0|2022-03-29 15:09:49
"ND"|"2020"|0|2022-03-29 15:09:49
"ND"|"2021"|172.48|2022-03-29 15:09:49
"ND"|"2022*"|0|2022-03-29 15:09:49
"01"|"1998"|0|2022-03-29 15:09:49
"01"|"1999"|0|2022-03-29 15:09:49
"01"|"2000"|0|2022-03-29 15:09:49
"01"|"2001"|0|2022-03-29 15:09:49
"01"|"2002"|0|2022-03-29 15:09:49
"01"|"2003"|0|2022-03-29 15:09:49
"01"|"2004"|0|2022-03-29 15:09:49
"01"|"2005"|0|2022-03-29 15:09:49
"01"|"2006"|0|2022-03-29 15:09:49
"01"|"2007"|6979.81769|2022-03-29 15:09:49
"01"|"2008"|4613.34444|2022-03-29 15:09:49
"01"|"2009"|2758.80882|2022-03-29 15:09:49
"01"|"2010"|4878.40919|2022-03-29 15:09:49
"01"|"2011"|6996.41332|2022-03-29 15:09:49
"01"|"2012"|5740.8766|2022-03-29 15:09:49
"01"|"2013"|4030.13478|2022-03-29 15:09:49
"01"|"2014"|3140.18229|2022-03-29 15:09:49
"01"|"2015"|7349.64683|2022-03-29 15:09:49
"01"|"2016"|7731.67643|2022-03-29 15:09:49
"01"|"2017"|8601.74809|2022-03-29 15:09:49
"01"|"2018"|7760.81307|2022-03-29 15:09:49
"01"|"2019"|7662.23277|2022-03-29 15:09:49
"01"|"2020"|8810.18034|2022-03-29 15:09:49
"01"|"2021"|11305.5221|2022-03-29 15:09:49
"01"|"2022*"|1978.0957|2022-03-29 15:09:49
"02"|"1998"|0|2022-03-29 15:09:49
"02"|"1999"|0|2022-03-29 15:09:49
"02"|"2000"|0|2022-03-29 15:09:49
"02"|"2001"|0|2022-03-29 15:09:49
"02"|"2002"|0|2022-03-29 15:09:49
"02"|"2003"|0|2022-03-29 15:09:49
"02"|"2004"|0|2022-03-29 15:09:49
"02"|"2005"|0|2022-03-29 15:09:49
"02"|"2006"|0|2022-03-29 15:09:49
"02"|"2007"|42782.03755|2022-03-29 15:09:49
"02"|"2008"|50176.89114|2022-03-29 15:09:49
"02"|"2009"|42722.7772|2022-03-29 15:09:49
"02"|"2010"|50658.42106|2022-03-29 15:09:49
"02"|"2011"|56233.12507|2022-03-29 15:09:49
"02"|"2012"|59452.44316|2022-03-29 15:09:49
"02"|"2013"|61753.63946|2022-03-29 15:09:49
"02"|"2014"|85608.76227|2022-03-29 15:09:49
"02"|"2015"|89205.66359|2022-03-29 15:09:49
"02"|"2016"|72078.75807|2022-03-29 15:09:49
"02"|"2017"|73845.14178|2022-03-29 15:09:49
"02"|"2018"|75709.3105399999|2022-03-29 15:09:49
"02"|"2019"|113923.16276|2022-03-29 15:09:49
"02"|"2020"|126132.98665|2022-03-29 15:09:49
"02"|"2021"|158860.8236|2022-03-29 15:09:49
"02"|"2022*"|27942.08227|2022-03-29 15:09:49
"03"|"1998"|0|2022-03-29 15:09:49
"03"|"1999"|0|2022-03-29 15:09:49
"03"|"2000"|0|2022-03-29 15:09:49
"03"|"2001"|0|2022-03-29 15:09:49
"03"|"2002"|0|2022-03-29 15:09:49
"03"|"2003"|0|2022-03-29 15:09:49
"03"|"2004"|0|2022-03-29 15:09:49
"03"|"2005"|0|2022-03-29 15:09:49
"03"|"2006"|0|2022-03-29 15:09:49
"03"|"2007"|85046.75018|2022-03-29 15:09:49
"03"|"2008"|97140.01121|2022-03-29 15:09:49
"03"|"2009"|92095.92567|2022-03-29 15:09:49
"03"|"2010"|92366.8673|2022-03-29 15:09:49
"03"|"2011"|100304.88786|2022-03-29 15:09:49
"03"|"2012"|120731.71955|2022-03-29 15:09:49
"03"|"2013"|124330.19226|2022-03-29 15:09:49
"03"|"2014"|112769.7409|2022-03-29 15:09:49
"03"|"2015"|99342.22871|2022-03-29 15:09:49
"03"|"2016"|83234.9144|2022-03-29 15:09:49
"03"|"2017"|88989.12912|2022-03-29 15:09:49
"03"|"2018"|98606.62653|2022-03-29 15:09:49
"03"|"2019"|88699.02443|2022-03-29 15:09:49
"03"|"2020"|61414.99968|2022-03-29 15:09:49
"03"|"2021"|83072.66134|2022-03-29 15:09:49
"03"|"2022*"|14687.8694|2022-03-29 15:09:49
"04"|"1998"|0|2022-03-29 15:09:49
"04"|"1999"|0|2022-03-29 15:09:49
"04"|"2000"|0|2022-03-29 15:09:49
"04"|"2001"|0|2022-03-29 15:09:49
"04"|"2002"|0|2022-03-29 15:09:49
"04"|"2003"|0|2022-03-29 15:09:49
"04"|"2004"|0|2022-03-29 15:09:49
"04"|"2005"|0|2022-03-29 15:09:49
"04"|"2006"|0|2022-03-29 15:09:49
"04"|"2007"|49138.44209|2022-03-29 15:09:49
"04"|"2008"|49791.37007|2022-03-29 15:09:49
"04"|"2009"|32991.33859|2022-03-29 15:09:49
"04"|"2010"|81742.8857700002|2022-03-29 15:09:49
"04"|"2011"|84634.01617|2022-03-29 15:09:49
"04"|"2012"|117931.81921|2022-03-29 15:09:49
"04"|"2013"|129660.20131|2022-03-29 15:09:49
"04"|"2014"|159619.31337|2022-03-29 15:09:49
"04"|"2015"|134200.20316|2022-03-29 15:09:49
"04"|"2016"|150974.75804|2022-03-29 15:09:49
"04"|"2017"|150090.38293|2022-03-29 15:09:49
"04"|"2018"|152616.18775|2022-03-29 15:09:49
"04"|"2019"|165962.89164|2022-03-29 15:09:49
"04"|"2020"|149348.55614|2022-03-29 15:09:49
"04"|"2021"|137486.81824|2022-03-29 15:09:49
"04"|"2022*"|20896.8982|2022-03-29 15:09:49
"05"|"1998"|0|2022-03-29 15:09:49
"05"|"1999"|0|2022-03-29 15:09:49
"05"|"2000"|0|2022-03-29 15:09:49
"05"|"2001"|0|2022-03-29 15:09:49
"05"|"2002"|0|2022-03-29 15:09:49
"05"|"2003"|0|2022-03-29 15:09:49
"05"|"2004"|0|2022-03-29 15:09:49
"05"|"2005"|0|2022-03-29 15:09:49
"05"|"2006"|0|2022-03-29 15:09:49
"05"|"2007"|2722.22017|2022-03-29 15:09:49
"05"|"2008"|2422.51371|2022-03-29 15:09:49
"05"|"2009"|1662.18167|2022-03-29 15:09:49
"05"|"2010"|3083.27473|2022-03-29 15:09:49
"05"|"2011"|4100.47845|2022-03-29 15:09:49
"05"|"2012"|10562.16903|2022-03-29 15:09:49
"05"|"2013"|4032.3819|2022-03-29 15:09:49
"05"|"2014"|4175.55735|2022-03-29 15:09:49
"05"|"2015"|4144.79143|2022-03-29 15:09:49
"05"|"2016"|4040.39636|2022-03-29 15:09:49
"05"|"2017"|4560.02829|2022-03-29 15:09:49
"05"|"2018"|6003.4814|2022-03-29 15:09:49
"05"|"2019"|8507.37312|2022-03-29 15:09:49
"05"|"2020"|7258.46125|2022-03-29 15:09:49
"05"|"2021"|6938.24669|2022-03-29 15:09:49
"05"|"2022*"|1504.92716|2022-03-29 15:09:49
"06"|"1998"|0|2022-03-29 15:09:49
"06"|"1999"|0|2022-03-29 15:09:49
"06"|"2000"|0|2022-03-29 15:09:49
"06"|"2001"|0|2022-03-29 15:09:49
"06"|"2002"|0|2022-03-29 15:09:49
"06"|"2003"|0|2022-03-29 15:09:49
"06"|"2004"|0|2022-03-29 15:09:49
"06"|"2005"|0|2022-03-29 15:09:49
"06"|"2006"|0|2022-03-29 15:09:49
"06"|"2007"|192838.28719|2022-03-29 15:09:49
"06"|"2008"|197424.06904|2022-03-29 15:09:49
"06"|"2009"|163132.14615|2022-03-29 15:09:49
"06"|"2010"|172524.86682|2022-03-29 15:09:49
"06"|"2011"|168279.21745|2022-03-29 15:09:49
"06"|"2012"|167034.32759|2022-03-29 15:09:49
"06"|"2013"|155741.36246|2022-03-29 15:09:49
"06"|"2014"|152655.92282|2022-03-29 15:09:49
"06"|"2015"|150205.90418|2022-03-29 15:09:49
"06"|"2016"|139685.04839|2022-03-29 15:09:49
"06"|"2017"|132527.58105|2022-03-29 15:09:49
"06"|"2018"|129623.95195|2022-03-29 15:09:49
"06"|"2019"|132340.83591|2022-03-29 15:09:49
"06"|"2020"|121630.1393|2022-03-29 15:09:49
"06"|"2021"|165822.925148|2022-03-29 15:09:49
"06"|"2022*"|34159.29142|2022-03-29 15:09:49
"07"|"1998"|0|2022-03-29 15:09:49
"07"|"1999"|0|2022-03-29 15:09:49
"07"|"2000"|0|2022-03-29 15:09:49
"07"|"2001"|0|2022-03-29 15:09:49
"07"|"2002"|0|2022-03-29 15:09:49
"07"|"2003"|0|2022-03-29 15:09:49
"07"|"2004"|0|2022-03-29 15:09:49
"07"|"2005"|0|2022-03-29 15:09:49
"07"|"2006"|0|2022-03-29 15:09:49
"07"|"2007"|97103.45472|2022-03-29 15:09:49
"07"|"2008"|126738.92723|2022-03-29 15:09:49
"07"|"2009"|95582.49074|2022-03-29 15:09:49
"07"|"2010"|114020.67484|2022-03-29 15:09:49
"07"|"2011"|150983.36708|2022-03-29 15:09:49
"07"|"2012"|131689.18219|2022-03-29 15:09:49
"07"|"2013"|141186.69897|2022-03-29 15:09:49
"07"|"2014"|142868.24809|2022-03-29 15:09:49
"07"|"2015"|141877.13603|2022-03-29 15:09:49
"07"|"2016"|152209.66195|2022-03-29 15:09:49
"07"|"2017"|147882.19944|2022-03-29 15:09:49
"07"|"2018"|156885.83859|2022-03-29 15:09:49
"07"|"2019"|167867.45935|2022-03-29 15:09:49
"07"|"2020"|166377.15533|2022-03-29 15:09:49
"07"|"2021"|181737.87749|2022-03-29 15:09:49
"07"|"2022*"|32693.3355|2022-03-29 15:09:49
"08"|"1998"|0|2022-03-29 15:09:49
"08"|"1999"|0|2022-03-29 15:09:49
"08"|"2000"|0|2022-03-29 15:09:49
"08"|"2001"|0|2022-03-29 15:09:49
"08"|"2002"|0|2022-03-29 15:09:49
"08"|"2003"|0|2022-03-29 15:09:49
"08"|"2004"|0|2022-03-29 15:09:49
"08"|"2005"|0|2022-03-29 15:09:49
"08"|"2006"|0|2022-03-29 15:09:49
"08"|"2007"|1270297.38061|2022-03-29 15:09:49
"08"|"2008"|1369842.93581|2022-03-29 15:09:49
"08"|"2009"|1314022.39681|2022-03-29 15:09:49
"08"|"2010"|1544086.88162|2022-03-29 15:09:49
"08"|"2011"|1661912.33038|2022-03-29 15:09:49
"08"|"2012"|1727899.21592|2022-03-29 15:09:49
"08"|"2013"|1779559.95518|2022-03-29 15:09:49
"08"|"2014"|1935213.61983|2022-03-29 15:09:49
"08"|"2015"|1807776.79644|2022-03-29 15:09:49
"08"|"2016"|2053277.91501|2022-03-29 15:09:49
"08"|"2017"|2192696.70699|2022-03-29 15:09:49
"08"|"2018"|2213328.57554|2022-03-29 15:09:49
"08"|"2019"|2152455.73484|2022-03-29 15:09:49
"08"|"2020"|2198040.62526|2022-03-29 15:09:49
"08"|"2021"|2303806.71694|2022-03-29 15:09:49
"08"|"2022*"|352710.55396|2022-03-29 15:09:49
"09"|"1998"|0|2022-03-29 15:09:49
"09"|"1999"|0|2022-03-29 15:09:49
"09"|"2000"|0|2022-03-29 15:09:49
"09"|"2001"|0|2022-03-29 15:09:49
"09"|"2002"|0|2022-03-29 15:09:49
"09"|"2003"|0|2022-03-29 15:09:49
"09"|"2004"|0|2022-03-29 15:09:49
"09"|"2005"|0|2022-03-29 15:09:49
"09"|"2006"|0|2022-03-29 15:09:49
"09"|"2007"|260636.60099|2022-03-29 15:09:49
"09"|"2008"|345904.18603|2022-03-29 15:09:49
"09"|"2009"|203712.68538|2022-03-29 15:09:49
"09"|"2010"|265439.96022|2022-03-29 15:09:49
"09"|"2011"|379758.52518|2022-03-29 15:09:49
"09"|"2012"|422062.20238|2022-03-29 15:09:49
"09"|"2013"|312433.2581|2022-03-29 15:09:49
"09"|"2014"|288656.57283|2022-03-29 15:09:49
"09"|"2015"|313829.1643|2022-03-29 15:09:49
"09"|"2016"|314339.42232|2022-03-29 15:09:49
"09"|"2017"|309942.12959|2022-03-29 15:09:49
"09"|"2018"|316303.80924|2022-03-29 15:09:49
"09"|"2019"|282947.63044|2022-03-29 15:09:49
"09"|"2020"|340083.16173|2022-03-29 15:09:49
"09"|"2021"|340450.20312|2022-03-29 15:09:49
"09"|"2022*"|51754.58565|2022-03-29 15:09:49
"10"|"1998"|0|2022-03-29 15:09:49
"10"|"1999"|0|2022-03-29 15:09:49
"10"|"2000"|0|2022-03-29 15:09:49
"10"|"2001"|0|2022-03-29 15:09:49
"10"|"2002"|0|2022-03-29 15:09:49
"10"|"2003"|0|2022-03-29 15:09:49
